budget_id,user_id,month,category,allocated_amount
bdg_user_0023_202603_lainnya,user_0023,2026-03,lainnya,60000
bdg_user_0023_202604_makanan,user_0023,2026-04,makanan,330000
bdg_user_0023_202604_transportasi,user_0023,2026-04,transportasi,150000
bdg_user_0023_202604_belanja,user_0023,2026-04,belanja,125000
bdg_user_0023_202604_tagihan,user_0023,2026-04,tagihan,75000
bdg_user_0023_202604_hiburan,user_0023,2026-04,hiburan,105000
bdg_user_0023_202604_kesehatan,user_0023,2026-04,kesehatan,40000
bdg_user_0023_202604_pendidikan,user_0023,2026-04,pendidikan,95000
bdg_user_0023_202604_kos_sewa,user_0023,2026-04,kos_sewa,85000
bdg_user_0023_202604_lainnya,user_0023,2026-04,lainnya,55000
bdg_user_0023_202605_makanan,user_0023,2026-05,makanan,335000
bdg_user_0023_202605_transportasi,user_0023,2026-05,transportasi,150000
bdg_user_0023_202605_belanja,user_0023,2026-05,belanja,130000
bdg_user_0023_202605_tagihan,user_0023,2026-05,tagihan,75000
bdg_user_0023_202605_hiburan,user_0023,2026-05,hiburan,110000
bdg_user_0023_202605_kesehatan,user_0023,2026-05,kesehatan,45000
bdg_user_0023_202605_pendidikan,user_0023,2026-05,pendidikan,95000
bdg_user_0023_202605_kos_sewa,user_0023,2026-05,kos_sewa,85000
bdg_user_0023_202605_lainnya,user_0023,2026-05,lainnya,55000
bdg_user_0024_202506_makanan,user_0024,2025-06,makanan,600000
bdg_user_0024_202506_transportasi,user_0024,2025-06,transportasi,270000
bdg_user_0024_202506_belanja,user_0024,2025-06,belanja,230000
bdg_user_0024_202506_tagihan,user_0024,2025-06,tagihan,135000
bdg_user_0024_202506_hiburan,user_0024,2025-06,hiburan,195000
bdg_user_0024_202506_kesehatan,user_0024,2025-06,kesehatan,75000
bdg_user_0024_202506_pendidikan,user_0024,2025-06,pendidikan,175000
bdg_user_0024_202506_kos_sewa,user_0024,2025-06,kos_sewa,155000
bdg_user_0024_202506_lainnya,user_0024,2025-06,lainnya,95000
bdg_user_0024_202507_makanan,user_0024,2025-07,makanan,515000
bdg_user_0024_202507_transportasi,user_0024,2025-07,transportasi,235000
bdg_user_0024_202507_belanja,user_0024,2025-07,belanja,200000
bdg_user_0024_202507_tagihan,user_0024,2025-07,tagihan,115000
bdg_user_0024_202507_hiburan,user_0024,2025-07,hiburan,165000
bdg_user_0024_202507_kesehatan,user_0024,2025-07,kesehatan,65000
bdg_user_0024_202507_pendidikan,user_0024,2025-07,pendidikan,150000
bdg_user_0024_202507_kos_sewa,user_0024,2025-07,kos_sewa,135000
bdg_user_0024_202507_lainnya,user_0024,2025-07,lainnya,85000
bdg_user_0024_202508_makanan,user_0024,2025-08,makanan,560000
bdg_user_0024_202508_transportasi,user_0024,2025-08,transportasi,250000
bdg_user_0024_202508_belanja,user_0024,2025-08,belanja,215000
bdg_user_0024_202508_tagihan,user_0024,2025-08,tagihan,125000
bdg_user_0024_202508_hiburan,user_0024,2025-08,hiburan,180000
bdg_user_0024_202508_kesehatan,user_0024,2025-08,kesehatan,70000
bdg_user_0024_202508_pendidikan,user_0024,2025-08,pendidikan,160000
bdg_user_0024_202508_kos_sewa,user_0024,2025-08,kos_sewa,145000
bdg_user_0024_202508_lainnya,user_0024,2025-08,lainnya,90000
bdg_user_0024_202509_makanan,user_0024,2025-09,makanan,620000
bdg_user_0024_202509_transportasi,user_0024,2025-09,transportasi,280000
bdg_user_0024_202509_belanja,user_0024,2025-09,belanja,240000
bdg_user_0024_202509_tagihan,user_0024,2025-09,tagihan,140000
bdg_user_0024_202509_hiburan,user_0024,2025-09,hiburan,200000
bdg_user_0024_202509_kesehatan,user_0024,2025-09,kesehatan,80000
bdg_user_0024_202509_pendidikan,user_0024,2025-09,pendidikan,180000
bdg_user_0024_202509_kos_sewa,user_0024,2025-09,kos_sewa,160000
bdg_user_0024_202509_lainnya,user_0024,2025-09,lainnya,100000
bdg_user_0024_202510_makanan,user_0024,2025-10,makanan,545000
bdg_user_0024_202510_transportasi,user_0024,2025-10,transportasi,245000
bdg_user_0024_202510_belanja,user_0024,2025-10,belanja,210000
bdg_user_0024_202510_tagihan,user_0024,2025-10,tagihan,125000
bdg_user_0024_202510_hiburan,user_0024,2025-10,hiburan,175000
bdg_user_0024_202510_kesehatan,user_0024,2025-10,kesehatan,70000
bdg_user_0024_202510_pendidikan,user_0024,2025-10,pendidikan,160000
bdg_user_0024_202510_kos_sewa,user_0024,2025-10,kos_sewa,140000
bdg_user_0024_202510_lainnya,user_0024,2025-10,lainnya,90000
bdg_user_0024_202511_makanan,user_0024,2025-11,makanan,550000
bdg_user_0024_202511_transportasi,user_0024,2025-11,transportasi,250000
bdg_user_0024_202511_belanja,user_0024,2025-11,belanja,215000
bdg_user_0024_202511_tagihan,user_0024,2025-11,tagihan,125000
bdg_user_0024_202511_hiburan,user_0024,2025-11,hiburan,180000
bdg_user_0024_202511_kesehatan,user_0024,2025-11,kesehatan,70000
bdg_user_0024_202511_pendidikan,user_0024,2025-11,pendidikan,160000
bdg_user_0024_202511_kos_sewa,user_0024,2025-11,kos_sewa,140000
bdg_user_0024_202511_lainnya,user_0024,2025-11,lainnya,90000
bdg_user_0024_202512_makanan,user_0024,2025-12,makanan,630000
bdg_user_0024_202512_transportasi,user_0024,2025-12,transportasi,285000
bdg_user_0024_202512_belanja,user_0024,2025-12,belanja,245000
bdg_user_0024_202512_tagihan,user_0024,2025-12,tagihan,140000
bdg_user_0024_202512_hiburan,user_0024,2025-12,hiburan,200000
bdg_user_0024_202512_kesehatan,user_0024,2025-12,kesehatan,80000
bdg_user_0024_202512_pendidikan,user_0024,2025-12,pendidikan,180000
bdg_user_0024_202512_kos_sewa,user_0024,2025-12,kos_sewa,160000
bdg_user_0024_202512_lainnya,user_0024,2025-12,lainnya,100000
bdg_user_0024_202601_makanan,user_0024,2026-01,makanan,620000
bdg_user_0024_202601_transportasi,user_0024,2026-01,transportasi,280000
bdg_user_0024_202601_belanja,user_0024,2026-01,belanja,240000
bdg_user_0024_202601_tagihan,user_0024,2026-01,tagihan,140000
bdg_user_0024_202601_hiburan,user_0024,2026-01,hiburan,200000
bdg_user_0024_202601_kesehatan,user_0024,2026-01,kesehatan,80000
bdg_user_0024_202601_pendidikan,user_0024,2026-01,pendidikan,180000
bdg_user_0024_202601_kos_sewa,user_0024,2026-01,kos_sewa,160000
bdg_user_0024_202601_lainnya,user_0024,2026-01,lainnya,100000
bdg_user_0024_202602_makanan,user_0024,2026-02,makanan,565000
bdg_user_0024_202602_transportasi,user_0024,2026-02,transportasi,255000
bdg_user_0024_202602_belanja,user_0024,2026-02,belanja,220000
bdg_user_0024_202602_tagihan,user_0024,2026-02,tagihan,130000
bdg_user_0024_202602_hiburan,user_0024,2026-02,hiburan,180000
bdg_user_0024_202602_kesehatan,user_0024,2026-02,kesehatan,75000
bdg_user_0024_202602_pendidikan,user_0024,2026-02,pendidikan,165000
bdg_user_0024_202602_kos_sewa,user_0024,2026-02,kos_sewa,145000
bdg_user_0024_202602_lainnya,user_0024,2026-02,lainnya,90000
bdg_user_0024_202603_makanan,user_0024,2026-03,makanan,560000
bdg_user_0024_202603_transportasi,user_0024,2026-03,transportasi,250000
bdg_user_0024_202603_belanja,user_0024,2026-03,belanja,215000
bdg_user_0024_202603_tagihan,user_0024,2026-03,tagihan,125000
bdg_user_0024_202603_hiburan,user_0024,2026-03,hiburan,180000
bdg_user_0024_202603_kesehatan,user_0024,2026-03,kesehatan,70000
bdg_user_0024_202603_pendidikan,user_0024,2026-03,pendidikan,160000
bdg_user_0024_202603_kos_sewa,user_0024,2026-03,kos_sewa,145000
bdg_user_0024_202603_lainnya,user_0024,2026-03,lainnya,90000
bdg_user_0024_202604_makanan,user_0024,2026-04,makanan,535000
bdg_user_0024_202604_transportasi,user_0024,2026-04,transportasi,245000
bdg_user_0024_202604_belanja,user_0024,2026-04,belanja,210000
bdg_user_0024_202604_tagihan,user_0024,2026-04,tagihan,120000
bdg_user_0024_202604_hiburan,user_0024,2026-04,hiburan,175000
bdg_user_0024_202604_kesehatan,user_0024,2026-04,kesehatan,70000
bdg_user_0024_202604_pendidikan,user_0024,2026-04,pendidikan,155000
bdg_user_0024_202604_kos_sewa,user_0024,2026-04,kos_sewa,140000
bdg_user_0024_202604_lainnya,user_0024,2026-04,lainnya,85000
bdg_user_0024_202605_makanan,user_0024,2026-05,makanan,620000
bdg_user_0024_202605_transportasi,user_0024,2026-05,transportasi,280000
bdg_user_0024_202605_belanja,user_0024,2026-05,belanja,240000
bdg_user_0024_202605_tagihan,user_0024,2026-05,tagihan,140000
bdg_user_0024_202605_hiburan,user_0024,2026-05,hiburan,200000
bdg_user_0024_202605_kesehatan,user_0024,2026-05,kesehatan,80000
bdg_user_0024_202605_pendidikan,user_0024,2026-05,pendidikan,180000
bdg_user_0024_202605_kos_sewa,user_0024,2026-05,kos_sewa,160000
bdg_user_0024_202605_lainnya,user_0024,2026-05,lainnya,100000
bdg_user_0025_202506_makanan,user_0025,2025-06,makanan,690000
bdg_user_0025_202506_transportasi,user_0025,2025-06,transportasi,310000
bdg_user_0025_202506_belanja,user_0025,2025-06,belanja,265000
bdg_user_0025_202506_tagihan,user_0025,2025-06,tagihan,155000
bdg_user_0025_202506_hiburan,user_0025,2025-06,hiburan,225000
bdg_user_0025_202506_kesehatan,user_0025,2025-06,kesehatan,90000
bdg_user_0025_202506_pendidikan,user_0025,2025-06,pendidikan,200000
bdg_user_0025_202506_kos_sewa,user_0025,2025-06,kos_sewa,180000
bdg_user_0025_202506_lainnya,user_0025,2025-06,lainnya,110000
bdg_user_0025_202507_makanan,user_0025,2025-07,makanan,705000
bdg_user_0025_202507_transportasi,user_0025,2025-07,transportasi,320000
bdg_user_0025_202507_belanja,user_0025,2025-07,belanja,275000
bdg_user_0025_202507_tagihan,user_0025,2025-07,tagihan,160000
bdg_user_0025_202507_hiburan,user_0025,2025-07,hiburan,225000
bdg_user_0025_202507_kesehatan,user_0025,2025-07,kesehatan,90000
bdg_user_0025_202507_pendidikan,user_0025,2025-07,pendidikan,205000
bdg_user_0025_202507_kos_sewa,user_0025,2025-07,kos_sewa,180000
bdg_user_0025_202507_lainnya,user_0025,2025-07,lainnya,115000
bdg_user_0025_202508_makanan,user_0025,2025-08,makanan,745000
bdg_user_0025_202508_transportasi,user_0025,2025-08,transportasi,335000
bdg_user_0025_202508_belanja,user_0025,2025-08,belanja,290000
bdg_user_0025_202508_tagihan,user_0025,2025-08,tagihan,170000
bdg_user_0025_202508_hiburan,user_0025,2025-08,hiburan,240000
bdg_user_0025_202508_kesehatan,user_0025,2025-08,kesehatan,95000
bdg_user_0025_202508_pendidikan,user_0025,2025-08,pendidikan,215000
bdg_user_0025_202508_kos_sewa,user_0025,2025-08,kos_sewa,195000
bdg_user_0025_202508_lainnya,user_0025,2025-08,lainnya,120000
bdg_user_0025_202509_makanan,user_0025,2025-09,makanan,685000
bdg_user_0025_202509_transportasi,user_0025,2025-09,transportasi,310000
bdg_user_0025_202509_belanja,user_0025,2025-09,belanja,265000
bdg_user_0025_202509_tagihan,user_0025,2025-09,tagihan,155000
bdg_user_0025_202509_hiburan,user_0025,2025-09,hiburan,220000
bdg_user_0025_202509_kesehatan,user_0025,2025-09,kesehatan,90000
bdg_user_0025_202509_pendidikan,user_0025,2025-09,pendidikan,200000
bdg_user_0025_202509_kos_sewa,user_0025,2025-09,kos_sewa,175000
bdg_user_0025_202509_lainnya,user_0025,2025-09,lainnya,110000
bdg_user_0025_202510_makanan,user_0025,2025-10,makanan,835000
bdg_user_0025_202510_transportasi,user_0025,2025-10,transportasi,380000
bdg_user_0025_202510_belanja,user_0025,2025-10,belanja,325000
bdg_user_0025_202510_tagihan,user_0025,2025-10,tagihan,190000
bdg_user_0025_202510_hiburan,user_0025,2025-10,hiburan,270000
bdg_user_0025_202510_kesehatan,user_0025,2025-10,kesehatan,110000
bdg_user_0025_202510_pendidikan,user_0025,2025-10,pendidikan,245000
bdg_user_0025_202510_kos_sewa,user_0025,2025-10,kos_sewa,215000
bdg_user_0025_202510_lainnya,user_0025,2025-10,lainnya,135000
bdg_user_0025_202511_makanan,user_0025,2025-11,makanan,740000
bdg_user_0025_202511_transportasi,user_0025,2025-11,transportasi,335000
bdg_user_0025_202511_belanja,user_0025,2025-11,belanja,285000
bdg_user_0025_202511_tagihan,user_0025,2025-11,tagihan,165000
bdg_user_0025_202511_hiburan,user_0025,2025-11,hiburan,240000
bdg_user_0025_202511_kesehatan,user_0025,2025-11,kesehatan,95000
bdg_user_0025_202511_pendidikan,user_0025,2025-11,pendidikan,215000
bdg_user_0025_202511_kos_sewa,user_0025,2025-11,kos_sewa,190000
bdg_user_0025_202511_lainnya,user_0025,2025-11,lainnya,120000
bdg_user_0025_202512_makanan,user_0025,2025-12,makanan,760000
bdg_user_0025_202512_transportasi,user_0025,2025-12,transportasi,345000
bdg_user_0025_202512_belanja,user_0025,2025-12,belanja,295000
bdg_user_0025_202512_tagihan,user_0025,2025-12,tagihan,170000
bdg_user_0025_202512_hiburan,user_0025,2025-12,hiburan,245000
bdg_user_0025_202512_kesehatan,user_0025,2025-12,kesehatan,100000
bdg_user_0025_202512_pendidikan,user_0025,2025-12,pendidikan,220000
bdg_user_0025_202512_kos_sewa,user_0025,2025-12,kos_sewa,195000
bdg_user_0025_202512_lainnya,user_0025,2025-12,lainnya,125000
bdg_user_0025_202601_makanan,user_0025,2026-01,makanan,830000
bdg_user_0025_202601_transportasi,user_0025,2026-01,transportasi,375000
bdg_user_0025_202601_belanja,user_0025,2026-01,belanja,320000
bdg_user_0025_202601_tagihan,user_0025,2026-01,tagihan,185000
bdg_user_0025_202601_hiburan,user_0025,2026-01,hiburan,270000
bdg_user_0025_202601_kesehatan,user_0025,2026-01,kesehatan,105000
bdg_user_0025_202601_pendidikan,user_0025,2026-01,pendidikan,240000
bdg_user_0025_202601_kos_sewa,user_0025,2026-01,kos_sewa,215000
bdg_user_0025_202601_lainnya,user_0025,2026-01,lainnya,135000
bdg_user_0025_202602_makanan,user_0025,2026-02,makanan,745000
bdg_user_0025_202602_transportasi,user_0025,2026-02,transportasi,335000
bdg_user_0025_202602_belanja,user_0025,2026-02,belanja,290000
bdg_user_0025_202602_tagihan,user_0025,2026-02,tagihan,170000
bdg_user_0025_202602_hiburan,user_0025,2026-02,hiburan,240000
bdg_user_0025_202602_kesehatan,user_0025,2026-02,kesehatan,95000
bdg_user_0025_202602_pendidikan,user_0025,2026-02,pendidikan,215000
bdg_user_0025_202602_kos_sewa,user_0025,2026-02,kos_sewa,195000
bdg_user_0025_202602_lainnya,user_0025,2026-02,lainnya,120000
bdg_user_0025_202603_makanan,user_0025,2026-03,makanan,725000
bdg_user_0025_202603_transportasi,user_0025,2026-03,transportasi,330000
bdg_user_0025_202603_belanja,user_0025,2026-03,belanja,280000
bdg_user_0025_202603_tagihan,user_0025,2026-03,tagihan,165000
bdg_user_0025_202603_hiburan,user_0025,2026-03,hiburan,235000
bdg_user_0025_202603_kesehatan,user_0025,2026-03,kesehatan,95000
bdg_user_0025_202603_pendidikan,user_0025,2026-03,pendidikan,210000
bdg_user_0025_202603_kos_sewa,user_0025,2026-03,kos_sewa,185000
bdg_user_0025_202603_lainnya,user_0025,2026-03,lainnya,115000
bdg_user_0025_202604_makanan,user_0025,2026-04,makanan,795000
bdg_user_0025_202604_transportasi,user_0025,2026-04,transportasi,360000
bdg_user_0025_202604_belanja,user_0025,2026-04,belanja,310000
bdg_user_0025_202604_tagihan,user_0025,2026-04,tagihan,180000
bdg_user_0025_202604_hiburan,user_0025,2026-04,hiburan,255000
bdg_user_0025_202604_kesehatan,user_0025,2026-04,kesehatan,105000
bdg_user_0025_202604_pendidikan,user_0025,2026-04,pendidikan,230000
bdg_user_0025_202604_kos_sewa,user_0025,2026-04,kos_sewa,205000
bdg_user_0025_202604_lainnya,user_0025,2026-04,lainnya,130000
bdg_user_0025_202605_makanan,user_0025,2026-05,makanan,775000
bdg_user_0025_202605_transportasi,user_0025,2026-05,transportasi,350000
bdg_user_0025_202605_belanja,user_0025,2026-05,belanja,300000
bdg_user_0025_202605_tagihan,user_0025,2026-05,tagihan,175000
bdg_user_0025_202605_hiburan,user_0025,2026-05,hiburan,250000
bdg_user_0025_202605_kesehatan,user_0025,2026-05,kesehatan,100000
bdg_user_0025_202605_pendidikan,user_0025,2026-05,pendidikan,225000
bdg_user_0025_202605_kos_sewa,user_0025,2026-05,kos_sewa,200000
bdg_user_0025_202605_lainnya,user_0025,2026-05,lainnya,125000
bdg_user_0026_202506_makanan,user_0026,2025-06,makanan,620000
bdg_user_0026_202506_transportasi,user_0026,2025-06,transportasi,280000
bdg_user_0026_202506_belanja,user_0026,2025-06,belanja,240000
bdg_user_0026_202506_tagihan,user_0026,2025-06,tagihan,140000
bdg_user_0026_202506_hiburan,user_0026,2025-06,hiburan,200000
bdg_user_0026_202506_kesehatan,user_0026,2025-06,kesehatan,80000
bdg_user_0026_202506_pendidikan,user_0026,2025-06,pendidikan,180000
bdg_user_0026_202506_kos_sewa,user_0026,2025-06,kos_sewa,160000
bdg_user_0026_202506_lainnya,user_0026,2025-06,lainnya,100000
bdg_user_0026_202507_makanan,user_0026,2025-07,makanan,550000
bdg_user_0026_202507_transportasi,user_0026,2025-07,transportasi,250000
bdg_user_0026_202507_belanja,user_0026,2025-07,belanja,215000
bdg_user_0026_202507_tagihan,user_0026,2025-07,tagihan,125000
bdg_user_0026_202507_hiburan,user_0026,2025-07,hiburan,180000
bdg_user_0026_202507_kesehatan,user_0026,2025-07,kesehatan,70000
bdg_user_0026_202507_pendidikan,user_0026,2025-07,pendidikan,160000
bdg_user_0026_202507_kos_sewa,user_0026,2025-07,kos_sewa,140000
bdg_user_0026_202507_lainnya,user_0026,2025-07,lainnya,90000
bdg_user_0026_202508_makanan,user_0026,2025-08,makanan,635000
bdg_user_0026_202508_transportasi,user_0026,2025-08,transportasi,285000
bdg_user_0026_202508_belanja,user_0026,2025-08,belanja,245000
bdg_user_0026_202508_tagihan,user_0026,2025-08,tagihan,145000
bdg_user_0026_202508_hiburan,user_0026,2025-08,hiburan,205000
bdg_user_0026_202508_kesehatan,user_0026,2025-08,kesehatan,80000
bdg_user_0026_202508_pendidikan,user_0026,2025-08,pendidikan,185000
bdg_user_0026_202508_kos_sewa,user_0026,2025-08,kos_sewa,165000
bdg_user_0026_202508_lainnya,user_0026,2025-08,lainnya,100000
bdg_user_0026_202509_makanan,user_0026,2025-09,makanan,640000
bdg_user_0026_202509_transportasi,user_0026,2025-09,transportasi,290000
bdg_user_0026_202509_belanja,user_0026,2025-09,belanja,250000
bdg_user_0026_202509_tagihan,user_0026,2025-09,tagihan,145000
bdg_user_0026_202509_hiburan,user_0026,2025-09,hiburan,205000
bdg_user_0026_202509_kesehatan,user_0026,2025-09,kesehatan,85000
bdg_user_0026_202509_pendidikan,user_0026,2025-09,pendidikan,185000
bdg_user_0026_202509_kos_sewa,user_0026,2025-09,kos_sewa,165000
bdg_user_0026_202509_lainnya,user_0026,2025-09,lainnya,105000
bdg_user_0026_202510_makanan,user_0026,2025-10,makanan,605000
bdg_user_0026_202510_transportasi,user_0026,2025-10,transportasi,275000
bdg_user_0026_202510_belanja,user_0026,2025-10,belanja,235000
bdg_user_0026_202510_tagihan,user_0026,2025-10,tagihan,135000
bdg_user_0026_202510_hiburan,user_0026,2025-10,hiburan,195000
bdg_user_0026_202510_kesehatan,user_0026,2025-10,kesehatan,80000
bdg_user_0026_202510_pendidikan,user_0026,2025-10,pendidikan,175000
bdg_user_0026_202510_kos_sewa,user_0026,2025-10,kos_sewa,155000
bdg_user_0026_202510_lainnya,user_0026,2025-10,lainnya,100000
bdg_user_0026_202511_makanan,user_0026,2025-11,makanan,565000
bdg_user_0026_202511_transportasi,user_0026,2025-11,transportasi,255000
bdg_user_0026_202511_belanja,user_0026,2025-11,belanja,220000
bdg_user_0026_202511_tagihan,user_0026,2025-11,tagihan,130000
bdg_user_0026_202511_hiburan,user_0026,2025-11,hiburan,180000
bdg_user_0026_202511_kesehatan,user_0026,2025-11,kesehatan,75000
bdg_user_0026_202511_pendidikan,user_0026,2025-11,pendidikan,165000
bdg_user_0026_202511_kos_sewa,user_0026,2025-11,kos_sewa,145000
bdg_user_0026_202511_lainnya,user_0026,2025-11,lainnya,90000
bdg_user_0026_202512_makanan,user_0026,2025-12,makanan,620000
bdg_user_0026_202512_transportasi,user_0026,2025-12,transportasi,280000
bdg_user_0026_202512_belanja,user_0026,2025-12,belanja,240000
bdg_user_0026_202512_tagihan,user_0026,2025-12,tagihan,140000
bdg_user_0026_202512_hiburan,user_0026,2025-12,hiburan,200000
bdg_user_0026_202512_kesehatan,user_0026,2025-12,kesehatan,80000
bdg_user_0026_202512_pendidikan,user_0026,2025-12,pendidikan,180000
bdg_user_0026_202512_kos_sewa,user_0026,2025-12,kos_sewa,160000
bdg_user_0026_202512_lainnya,user_0026,2025-12,lainnya,100000
bdg_user_0026_202601_makanan,user_0026,2026-01,makanan,595000
bdg_user_0026_202601_transportasi,user_0026,2026-01,transportasi,270000
bdg_user_0026_202601_belanja,user_0026,2026-01,belanja,230000
bdg_user_0026_202601_tagihan,user_0026,2026-01,tagihan,135000
bdg_user_0026_202601_hiburan,user_0026,2026-01,hiburan,190000
bdg_user_0026_202601_kesehatan,user_0026,2026-01,kesehatan,75000
bdg_user_0026_202601_pendidikan,user_0026,2026-01,pendidikan,170000
bdg_user_0026_202601_kos_sewa,user_0026,2026-01,kos_sewa,155000
bdg_user_0026_202601_lainnya,user_0026,2026-01,lainnya,95000
bdg_user_0026_202602_makanan,user_0026,2026-02,makanan,515000
bdg_user_0026_202602_transportasi,user_0026,2026-02,transportasi,235000
bdg_user_0026_202602_belanja,user_0026,2026-02,belanja,200000
bdg_user_0026_202602_tagihan,user_0026,2026-02,tagihan,115000
bdg_user_0026_202602_hiburan,user_0026,2026-02,hiburan,165000
bdg_user_0026_202602_kesehatan,user_0026,2026-02,kesehatan,65000
bdg_user_0026_202602_pendidikan,user_0026,2026-02,pendidikan,150000
bdg_user_0026_202602_kos_sewa,user_0026,2026-02,kos_sewa,135000
bdg_user_0026_202602_lainnya,user_0026,2026-02,lainnya,85000
bdg_user_0026_202603_makanan,user_0026,2026-03,makanan,580000
bdg_user_0026_202603_transportasi,user_0026,2026-03,transportasi,260000
bdg_user_0026_202603_belanja,user_0026,2026-03,belanja,225000
bdg_user_0026_202603_tagihan,user_0026,2026-03,tagihan,130000
bdg_user_0026_202603_hiburan,user_0026,2026-03,hiburan,185000
bdg_user_0026_202603_kesehatan,user_0026,2026-03,kesehatan,75000
bdg_user_0026_202603_pendidikan,user_0026,2026-03,pendidikan,170000
bdg_user_0026_202603_kos_sewa,user_0026,2026-03,kos_sewa,150000
bdg_user_0026_202603_lainnya,user_0026,2026-03,lainnya,95000
bdg_user_0026_202604_makanan,user_0026,2026-04,makanan,595000
bdg_user_0026_202604_transportasi,user_0026,2026-04,transportasi,270000
bdg_user_0026_202604_belanja,user_0026,2026-04,belanja,230000
bdg_user_0026_202604_tagihan,user_0026,2026-04,tagihan,135000
bdg_user_0026_202604_hiburan,user_0026,2026-04,hiburan,190000
bdg_user_0026_202604_kesehatan,user_0026,2026-04,kesehatan,75000
bdg_user_0026_202604_pendidikan,user_0026,2026-04,pendidikan,170000
bdg_user_0026_202604_kos_sewa,user_0026,2026-04,kos_sewa,155000
bdg_user_0026_202604_lainnya,user_0026,2026-04,lainnya,95000
bdg_user_0026_202605_makanan,user_0026,2026-05,makanan,565000
bdg_user_0026_202605_transportasi,user_0026,2026-05,transportasi,255000
bdg_user_0026_202605_belanja,user_0026,2026-05,belanja,220000
bdg_user_0026_202605_tagihan,user_0026,2026-05,tagihan,130000
bdg_user_0026_202605_hiburan,user_0026,2026-05,hiburan,180000
bdg_user_0026_202605_kesehatan,user_0026,2026-05,kesehatan,75000
bdg_user_0026_202605_pendidikan,user_0026,2026-05,pendidikan,165000
bdg_user_0026_202605_kos_sewa,user_0026,2026-05,kos_sewa,145000
bdg_user_0026_202605_lainnya,user_0026,2026-05,lainnya,90000
bdg_user_0027_202506_makanan,user_0027,2025-06,makanan,480000
bdg_user_0027_202506_transportasi,user_0027,2025-06,transportasi,215000
bdg_user_0027_202506_belanja,user_0027,2025-06,belanja,185000
bdg_user_0027_202506_tagihan,user_0027,2025-06,tagihan,110000
bdg_user_0027_202506_hiburan,user_0027,2025-06,hiburan,155000
bdg_user_0027_202506_kesehatan,user_0027,2025-06,kesehatan,60000
bdg_user_0027_202506_pendidikan,user_0027,2025-06,pendidikan,140000
bdg_user_0027_202506_kos_sewa,user_0027,2025-06,kos_sewa,125000
bdg_user_0027_202506_lainnya,user_0027,2025-06,lainnya,80000
bdg_user_0027_202507_makanan,user_0027,2025-07,makanan,560000
bdg_user_0027_202507_transportasi,user_0027,2025-07,transportasi,250000
bdg_user_0027_202507_belanja,user_0027,2025-07,belanja,215000
bdg_user_0027_202507_tagihan,user_0027,2025-07,tagihan,125000
bdg_user_0027_202507_hiburan,user_0027,2025-07,hiburan,180000
bdg_user_0027_202507_kesehatan,user_0027,2025-07,kesehatan,70000
bdg_user_0027_202507_pendidikan,user_0027,2025-07,pendidikan,160000
bdg_user_0027_202507_kos_sewa,user_0027,2025-07,kos_sewa,145000
bdg_user_0027_202507_lainnya,user_0027,2025-07,lainnya,90000
bdg_user_0027_202508_makanan,user_0027,2025-08,makanan,510000
bdg_user_0027_202508_transportasi,user_0027,2025-08,transportasi,230000
bdg_user_0027_202508_belanja,user_0027,2025-08,belanja,195000
bdg_user_0027_202508_tagihan,user_0027,2025-08,tagihan,115000
bdg_user_0027_202508_hiburan,user_0027,2025-08,hiburan,165000
bdg_user_0027_202508_kesehatan,user_0027,2025-08,kesehatan,65000
bdg_user_0027_202508_pendidikan,user_0027,2025-08,pendidikan,150000
bdg_user_0027_202508_kos_sewa,user_0027,2025-08,kos_sewa,130000
bdg_user_0027_202508_lainnya,user_0027,2025-08,lainnya,80000
bdg_user_0027_202509_makanan,user_0027,2025-09,makanan,545000
bdg_user_0027_202509_transportasi,user_0027,2025-09,transportasi,245000
bdg_user_0027_202509_belanja,user_0027,2025-09,belanja,210000
bdg_user_0027_202509_tagihan,user_0027,2025-09,tagihan,125000
bdg_user_0027_202509_hiburan,user_0027,2025-09,hiburan,175000
bdg_user_0027_202509_kesehatan,user_0027,2025-09,kesehatan,70000
bdg_user_0027_202509_pendidikan,user_0027,2025-09,pendidikan,160000
bdg_user_0027_202509_kos_sewa,user_0027,2025-09,kos_sewa,140000
bdg_user_0027_202509_lainnya,user_0027,2025-09,lainnya,90000
bdg_user_0027_202510_makanan,user_0027,2025-10,makanan,490000
bdg_user_0027_202510_transportasi,user_0027,2025-10,transportasi,220000
bdg_user_0027_202510_belanja,user_0027,2025-10,belanja,190000
bdg_user_0027_202510_tagihan,user_0027,2025-10,tagihan,110000
bdg_user_0027_202510_hiburan,user_0027,2025-10,hiburan,160000
bdg_user_0027_202510_kesehatan,user_0027,2025-10,kesehatan,65000
bdg_user_0027_202510_pendidikan,user_0027,2025-10,pendidikan,140000
bdg_user_0027_202510_kos_sewa,user_0027,2025-10,kos_sewa,125000
bdg_user_0027_202510_lainnya,user_0027,2025-10,lainnya,80000
bdg_user_0027_202511_makanan,user_0027,2025-11,makanan,550000
bdg_user_0027_202511_transportasi,user_0027,2025-11,transportasi,250000
bdg_user_0027_202511_belanja,user_0027,2025-11,belanja,215000
bdg_user_0027_202511_tagihan,user_0027,2025-11,tagihan,125000
bdg_user_0027_202511_hiburan,user_0027,2025-11,hiburan,180000
bdg_user_0027_202511_kesehatan,user_0027,2025-11,kesehatan,70000
