user_id,input_month_1,input_month_2,input_month_3,target_month,normalization_base,split,input_m1_makanan,input_m1_makanan_income_ratio,input_m1_transportasi,input_m1_transportasi_income_ratio,input_m1_belanja,input_m1_belanja_income_ratio,input_m1_tagihan,input_m1_tagihan_income_ratio,input_m1_hiburan,input_m1_hiburan_income_ratio,input_m1_kesehatan,input_m1_kesehatan_income_ratio,input_m1_pendidikan,input_m1_pendidikan_income_ratio,input_m1_kos_sewa,input_m1_kos_sewa_income_ratio,input_m1_lainnya,input_m1_lainnya_income_ratio,input_m2_makanan,input_m2_makanan_income_ratio,input_m2_transportasi,input_m2_transportasi_income_ratio,input_m2_belanja,input_m2_belanja_income_ratio,input_m2_tagihan,input_m2_tagihan_income_ratio,input_m2_hiburan,input_m2_hiburan_income_ratio,input_m2_kesehatan,input_m2_kesehatan_income_ratio,input_m2_pendidikan,input_m2_pendidikan_income_ratio,input_m2_kos_sewa,input_m2_kos_sewa_income_ratio,input_m2_lainnya,input_m2_lainnya_income_ratio,input_m3_makanan,input_m3_makanan_income_ratio,input_m3_transportasi,input_m3_transportasi_income_ratio,input_m3_belanja,input_m3_belanja_income_ratio,input_m3_tagihan,input_m3_tagihan_income_ratio,input_m3_hiburan,input_m3_hiburan_income_ratio,input_m3_kesehatan,input_m3_kesehatan_income_ratio,input_m3_pendidikan,input_m3_pendidikan_income_ratio,input_m3_kos_sewa,input_m3_kos_sewa_income_ratio,input_m3_lainnya,input_m3_lainnya_income_ratio,target_makanan,target_makanan_income_ratio,target_transportasi,target_transportasi_income_ratio,target_belanja,target_belanja_income_ratio,target_tagihan,target_tagihan_income_ratio,target_hiburan,target_hiburan_income_ratio,target_kesehatan,target_kesehatan_income_ratio,target_pendidikan,target_pendidikan_income_ratio,target_kos_sewa,target_kos_sewa_income_ratio,target_lainnya,target_lainnya_income_ratio
user_0055,2026-01,2026-02,2026-03,2026-04,2900000,validation,632000,0.21793103,266000,0.09172414,271000,0.09344828,250000,0.0862069,221000,0.0762069,70000,0.02413793,218000,0.07517241,174000,0.06,153000,0.05275862,573000,0.19758621,298000,0.10275862,222000,0.07655172,150000,0.05172414,1144000,0.39448276,72000,0.02482759,163000,0.0562069,138000,0.04758621,136000,0.04689655,623000,0.21482759,330000,0.1137931,277000,0.09551724,250000,0.0862069,204000,0.07034483,85000,0.02931034,202000,0.06965517,154000,0.05310345,169000,0.05827586,631000,0.21758621,335000,0.11551724,201000,0.06931034,138000,0.04758621,1217000,0.41965517,95000,0.03275862,168000,0.05793103,139000,0.04793103,152000,0.05241379
user_0055,2026-02,2026-03,2026-04,2026-05,2900000,test,573000,0.19758621,298000,0.10275862,222000,0.07655172,150000,0.05172414,1144000,0.39448276,72000,0.02482759,163000,0.0562069,138000,0.04758621,136000,0.04689655,623000,0.21482759,330000,0.1137931,277000,0.09551724,250000,0.0862069,204000,0.07034483,85000,0.02931034,202000,0.06965517,154000,0.05310345,169000,0.05827586,631000,0.21758621,335000,0.11551724,201000,0.06931034,138000,0.04758621,1217000,0.41965517,95000,0.03275862,168000,0.05793103,139000,0.04793103,152000,0.05241379,932000,0.32137931,350000,0.12068966,305000,0.10517241,250000,0.0862069,230000,0.07931034,108000,0.03724138,226000,0.07793103,172000,0.05931034,181000,0.06241379
user_0056,2025-06,2025-07,2025-08,2025-09,1900000,train,545000,0.28684211,221000,0.11631579,193000,0.10157895,250000,0.13157895,118000,0.06210526,70000,0.03684211,157000,0.08263158,136000,0.07157895,108000,0.05684211,439000,0.23105263,212000,0.11157895,193000,0.10157895,200000,0.10526316,119000,0.06263158,56000,0.02947368,147000,0.07736842,151000,0.07947368,105000,0.05526316,451000,0.23736842,205000,0.10789474,189000,0.09947368,250000,0.13157895,137000,0.07210526,68000,0.03578947,156000,0.08210526,136000,0.07157895,90000,0.04736842,477000,0.25105263,273000,0.14368421,184000,0.09684211,119000,0.06263158,184000,0.09684211,66000,0.03473684,158000,0.08315789,128000,0.06736842,131000,0.06894737
user_0056,2025-07,2025-08,2025-09,2025-10,1900000,train,439000,0.23105263,212000,0.11157895,193000,0.10157895,200000,0.10526316,119000,0.06263158,56000,0.02947368,147000,0.07736842,151000,0.07947368,105000,0.05526316,451000,0.23736842,205000,0.10789474,189000,0.09947368,250000,0.13157895,137000,0.07210526,68000,0.03578947,156000,0.08210526,136000,0.07157895,90000,0.04736842,477000,0.25105263,273000,0.14368421,184000,0.09684211,119000,0.06263158,184000,0.09684211,66000,0.03473684,158000,0.08315789,128000,0.06736842,131000,0.06894737,393000,0.20684211,1041000,0.54789474,174000,0.09157895,200000,0.10526316,142000,0.07473684,63000,0.03315789,136000,0.07157895,99000,0.05210526,104000,0.05473684
user_0056,2025-08,2025-09,2025-10,2025-11,1900000,train,451000,0.23736842,205000,0.10789474,189000,0.09947368,250000,0.13157895,137000,0.07210526,68000,0.03578947,156000,0.08210526,136000,0.07157895,90000,0.04736842,477000,0.25105263,273000,0.14368421,184000,0.09684211,119000,0.06263158,184000,0.09684211,66000,0.03473684,158000,0.08315789,128000,0.06736842,131000,0.06894737,393000,0.20684211,1041000,0.54789474,174000,0.09157895,200000,0.10526316,142000,0.07473684,63000,0.03315789,136000,0.07157895,99000,0.05210526,104000,0.05473684,392000,0.20631579,217000,0.11421053,158000,0.08315789,200000,0.10526316,129000,0.06789474,63000,0.03315789,141000,0.07421053,112000,0.05894737,91000,0.04789474
user_0056,2025-09,2025-10,2025-11,2025-12,1900000,train,477000,0.25105263,273000,0.14368421,184000,0.09684211,119000,0.06263158,184000,0.09684211,66000,0.03473684,158000,0.08315789,128000,0.06736842,131000,0.06894737,393000,0.20684211,1041000,0.54789474,174000,0.09157895,200000,0.10526316,142000,0.07473684,63000,0.03315789,136000,0.07157895,99000,0.05210526,104000,0.05473684,392000,0.20631579,217000,0.11421053,158000,0.08315789,200000,0.10526316,129000,0.06789474,63000,0.03315789,141000,0.07421053,112000,0.05894737,91000,0.04789474,519000,0.27315789,237000,0.12473684,244000,0.12842105,161000,0.08473684,176000,0.09263158,86000,0.04526316,147000,0.07736842,175000,0.09210526,132000,0.06947368
user_0056,2025-10,2025-11,2025-12,2026-01,1900000,train,393000,0.20684211,1041000,0.54789474,174000,0.09157895,200000,0.10526316,142000,0.07473684,63000,0.03315789,136000,0.07157895,99000,0.05210526,104000,0.05473684,392000,0.20631579,217000,0.11421053,158000,0.08315789,200000,0.10526316,129000,0.06789474,63000,0.03315789,141000,0.07421053,112000,0.05894737,91000,0.04789474,519000,0.27315789,237000,0.12473684,244000,0.12842105,161000,0.08473684,176000,0.09263158,86000,0.04526316,147000,0.07736842,175000,0.09210526,132000,0.06947368,340000,0.17894737,166000,0.08736842,125000,0.06578947,150000,0.07894737,123000,0.06473684,46000,0.02421053,105000,0.05526316,108000,0.05684211,80000,0.04210526
user_0056,2025-11,2025-12,2026-01,2026-02,1900000,train,392000,0.20631579,217000,0.11421053,158000,0.08315789,200000,0.10526316,129000,0.06789474,63000,0.03315789,141000,0.07421053,112000,0.05894737,91000,0.04789474,519000,0.27315789,237000,0.12473684,244000,0.12842105,161000,0.08473684,176000,0.09263158,86000,0.04526316,147000,0.07736842,175000,0.09210526,132000,0.06947368,340000,0.17894737,166000,0.08736842,125000,0.06578947,150000,0.07894737,123000,0.06473684,46000,0.02421053,105000,0.05526316,108000,0.05684211,80000,0.04210526,457000,0.24052632,253000,0.13315789,155000,0.08157895,250000,0.13157895,139000,0.07315789,62000,0.03263158,147000,0.07736842,108000,0.05684211,123000,0.06473684
user_0056,2025-12,2026-01,2026-02,2026-03,1900000,validation,519000,0.27315789,237000,0.12473684,244000,0.12842105,161000,0.08473684,176000,0.09263158,86000,0.04526316,147000,0.07736842,175000,0.09210526,132000,0.06947368,340000,0.17894737,166000,0.08736842,125000,0.06578947,150000,0.07894737,123000,0.06473684,46000,0.02421053,105000,0.05526316,108000,0.05684211,80000,0.04210526,457000,0.24052632,253000,0.13315789,155000,0.08157895,250000,0.13157895,139000,0.07315789,62000,0.03263158,147000,0.07736842,108000,0.05684211,123000,0.06473684,440000,0.23157895,196000,0.10315789,169000,0.08894737,250000,0.13157895,145000,0.07631579,50000,0.02631579,138000,0.07263158,108000,0.05684211,82000,0.04315789
user_0056,2026-01,2026-02,2026-03,2026-04,1900000,validation,340000,0.17894737,166000,0.08736842,125000,0.06578947,150000,0.07894737,123000,0.06473684,46000,0.02421053,105000,0.05526316,108000,0.05684211,80000,0.04210526,457000,0.24052632,253000,0.13315789,155000,0.08157895,250000,0.13157895,139000,0.07315789,62000,0.03263158,147000,0.07736842,108000,0.05684211,123000,0.06473684,440000,0.23157895,196000,0.10315789,169000,0.08894737,250000,0.13157895,145000,0.07631579,50000,0.02631579,138000,0.07263158,108000,0.05684211,82000,0.04315789,429000,0.22578947,264000,0.13894737,155000,0.08157895,105000,0.05526316,150000,0.07894737,59000,0.03105263,154000,0.08105263,124000,0.06526316,111000,0.05842105
user_0056,2026-02,2026-03,2026-04,2026-05,1900000,test,457000,0.24052632,253000,0.13315789,155000,0.08157895,250000,0.13157895,139000,0.07315789,62000,0.03263158,147000,0.07736842,108000,0.05684211,123000,0.06473684,440000,0.23157895,196000,0.10315789,169000,0.08894737,250000,0.13157895,145000,0.07631579,50000,0.02631579,138000,0.07263158,108000,0.05684211,82000,0.04315789,429000,0.22578947,264000,0.13894737,155000,0.08157895,105000,0.05526316,150000,0.07894737,59000,0.03105263,154000,0.08105263,124000,0.06526316,111000,0.05842105,442000,0.23263158,231000,0.12157895,208000,0.10947368,200000,0.10526316,168000,0.08842105,78000,0.04105263,164000,0.08631579,122000,0.06421053,114000,0.06
user_0057,2025-06,2025-07,2025-08,2025-09,900000,train,257000,0.28555556,117000,0.13,90000,0.1,200000,0.22222222,95000,0.10555556,31000,0.03444444,81000,0.09,73000,0.08111111,33000,0.03666667,230000,0.25555556,120000,0.13333333,85000,0.09444444,150000,0.16666667,71000,0.07888889,30000,0.03333333,69000,0.07666667,55000,0.06111111,40000,0.04444444,265000,0.29444444,103000,0.11444444,96000,0.10666667,250000,0.27777778,62000,0.06888889,32000,0.03555556,73000,0.08111111,58000,0.06444444,40000,0.04444444,227000,0.25222222,117000,0.13,87000,0.09666667,100000,0.11111111,74000,0.08222222,35000,0.03888889,65000,0.07222222,65000,0.07222222,41000,0.04555556
user_0057,2025-07,2025-08,2025-09,2025-10,900000,train,230000,0.25555556,120000,0.13333333,85000,0.09444444,150000,0.16666667,71000,0.07888889,30000,0.03333333,69000,0.07666667,55000,0.06111111,40000,0.04444444,265000,0.29444444,103000,0.11444444,96000,0.10666667,250000,0.27777778,62000,0.06888889,32000,0.03555556,73000,0.08111111,58000,0.06444444,40000,0.04444444,227000,0.25222222,117000,0.13,87000,0.09666667,100000,0.11111111,74000,0.08222222,35000,0.03888889,65000,0.07222222,65000,0.07222222,41000,0.04555556,239000,0.26555556,82000,0.09111111,71000,0.07888889,100000,0.11111111,64000,0.07111111,26000,0.02888889,55000,0.06111111,55000,0.06111111,29000,0.03222222
user_0057,2025-08,2025-09,2025-10,2025-11,900000,train,265000,0.29444444,103000,0.11444444,96000,0.10666667,250000,0.27777778,62000,0.06888889,32000,0.03555556,73000,0.08111111,58000,0.06444444,40000,0.04444444,227000,0.25222222,117000,0.13,87000,0.09666667,100000,0.11111111,74000,0.08222222,35000,0.03888889,65000,0.07222222,65000,0.07222222,41000,0.04555556,239000,0.26555556,82000,0.09111111,71000,0.07888889,100000,0.11111111,64000,0.07111111,26000,0.02888889,55000,0.06111111,55000,0.06111111,29000,0.03222222,214000,0.23777778,119000,0.13222222,74000,0.08222222,100000,0.11111111,71000,0.07888889,32000,0.03555556,59000,0.06555556,62000,0.06888889,45000,0.05
user_0057,2025-09,2025-10,2025-11,2025-12,900000,train,227000,0.25222222,117000,0.13,87000,0.09666667,100000,0.11111111,74000,0.08222222,35000,0.03888889,65000,0.07222222,65000,0.07222222,41000,0.04555556,239000,0.26555556,82000,0.09111111,71000,0.07888889,100000,0.11111111,64000,0.07111111,26000,0.02888889,55000,0.06111111,55000,0.06111111,29000,0.03222222,214000,0.23777778,119000,0.13222222,74000,0.08222222,100000,0.11111111,71000,0.07888889,32000,0.03555556,59000,0.06555556,62000,0.06888889,45000,0.05,265000,0.29444444,92000,0.10222222,77000,0.08555556,250000,0.27777778,77000,0.08555556,35000,0.03888889,70000,0.07777778,54000,0.06,42000,0.04666667
user_0057,2025-10,2025-11,2025-12,2026-01,900000,train,239000,0.26555556,82000,0.09111111,71000,0.07888889,100000,0.11111111,64000,0.07111111,26000,0.02888889,55000,0.06111111,55000,0.06111111,29000,0.03222222,214000,0.23777778,119000,0.13222222,74000,0.08222222,100000,0.11111111,71000,0.07888889,32000,0.03555556,59000,0.06555556,62000,0.06888889,45000,0.05,265000,0.29444444,92000,0.10222222,77000,0.08555556,250000,0.27777778,77000,0.08555556,35000,0.03888889,70000,0.07777778,54000,0.06,42000,0.04666667,769000,0.85444444,107000,0.11888889,105000,0.11666667,200000,0.22222222,67000,0.07444444,31000,0.03444444,73000,0.08111111,65000,0.07222222,40000,0.04444444
user_0057,2025-11,2025-12,2026-01,2026-02,900000,train,214000,0.23777778,119000,0.13222222,74000,0.08222222,100000,0.11111111,71000,0.07888889,32000,0.03555556,59000,0.06555556,62000,0.06888889,45000,0.05,265000,0.29444444,92000,0.10222222,77000,0.08555556,250000,0.27777778,77000,0.08555556,35000,0.03888889,70000,0.07777778,54000,0.06,42000,0.04666667,769000,0.85444444,107000,0.11888889,105000,0.11666667,200000,0.22222222,67000,0.07444444,31000,0.03444444,73000,0.08111111,65000,0.07222222,40000,0.04444444,236000,0.26222222,112000,0.12444444,74000,0.08222222,200000,0.22222222,66000,0.07333333,33000,0.03666667,55000,0.06111111,51000,0.05666667,38000,0.04222222
user_0057,2025-12,2026-01,2026-02,2026-03,900000,validation,265000,0.29444444,92000,0.10222222,77000,0.08555556,250000,0.27777778,77000,0.08555556,35000,0.03888889,70000,0.07777778,54000,0.06,42000,0.04666667,769000,0.85444444,107000,0.11888889,105000,0.11666667,200000,0.22222222,67000,0.07444444,31000,0.03444444,73000,0.08111111,65000,0.07222222,40000,0.04444444,236000,0.26222222,112000,0.12444444,74000,0.08222222,200000,0.22222222,66000,0.07333333,33000,0.03666667,55000,0.06111111,51000,0.05666667,38000,0.04222222,293000,0.32555556,120000,0.13333333,105000,0.11666667,250000,0.27777778,81000,0.09,32000,0.03555556,67000,0.07444444,65000,0.07222222,36000,0.04
user_0057,2026-01,2026-02,2026-03,2026-04,900000,validation,769000,0.85444444,107000,0.11888889,105000,0.11666667,200000,0.22222222,67000,0.07444444,31000,0.03444444,73000,0.08111111,65000,0.07222222,40000,0.04444444,236000,0.26222222,112000,0.12444444,74000,0.08222222,200000,0.22222222,66000,0.07333333,33000,0.03666667,55000,0.06111111,51000,0.05666667,38000,0.04222222,293000,0.32555556,120000,0.13333333,105000,0.11666667,250000,0.27777778,81000,0.09,32000,0.03555556,67000,0.07444444,65000,0.07222222,36000,0.04,226000,0.25111111,92000,0.10222222,77000,0.08555556,250000,0.27777778,69000,0.07666667,32000,0.03555556,51000,0.05666667,62000,0.06888889,30000,0.03333333
user_0057,2026-02,2026-03,2026-04,2026-05,900000,test,236000,0.26222222,112000,0.12444444,74000,0.08222222,200000,0.22222222,66000,0.07333333,33000,0.03666667,55000,0.06111111,51000,0.05666667,38000,0.04222222,293000,0.32555556,120000,0.13333333,105000,0.11666667,250000,0.27777778,81000,0.09,32000,0.03555556,67000,0.07444444,65000,0.07222222,36000,0.04,226000,0.25111111,92000,0.10222222,77000,0.08555556,250000,0.27777778,69000,0.07666667,32000,0.03555556,51000,0.05666667,62000,0.06888889,30000,0.03333333,181000,0.20111111,89000,0.09888889,64000,0.07111111,100000,0.11111111,60000,0.06666667,30000,0.03333333,49000,0.05444444,50000,0.05555556,34000,0.03777778
user_0059,2025-06,2025-07,2025-08,2025-09,2050000,train,607000,0.29609756,247000,0.1204878,218000,0.10634146,250000,0.12195122,168000,0.08195122,75000,0.03658537,187000,0.09121951,151000,0.07365854,152000,0.07414634,476000,0.23219512,183000,0.08926829,144000,0.0702439,150000,0.07317073,120000,0.05853659,61000,0.0297561,127000,0.06195122,119000,0.05804878,86000,0.04195122,516000,0.25170732,202000,0.09853659,169000,0.08243902,100000,0.04878049,136000,0.06634146,71000,0.03463415,155000,0.07560976,140000,0.06829268,117000,0.05707317,531000,0.25902439,323000,0.15756098,195000,0.09512195,200000,0.09756098,158000,0.07707317,92000,0.04487805,183000,0.08926829,167000,0.08146341,167000,0.08146341
user_0059,2025-07,2025-08,2025-09,2025-10,2050000,train,476000,0.23219512,183000,0.08926829,144000,0.0702439,150000,0.07317073,120000,0.05853659,61000,0.0297561,127000,0.06195122,119000,0.05804878,86000,0.04195122,516000,0.25170732,202000,0.09853659,169000,0.08243902,100000,0.04878049,136000,0.06634146,71000,0.03463415,155000,0.07560976,140000,0.06829268,117000,0.05707317,531000,0.25902439,323000,0.15756098,195000,0.09512195,200000,0.09756098,158000,0.07707317,92000,0.04487805,183000,0.08926829,167000,0.08146341,167000,0.08146341,654000,0.31902439,246000,0.12,222000,0.10829268,200000,0.09756098,161000,0.07853659,76000,0.03707317,188000,0.09170732,147000,0.07170732,143000,0.0697561
user_0059,2025-08,2025-09,2025-10,2025-11,2050000,train,516000,0.25170732,202000,0.09853659,169000,0.08243902,100000,0.04878049,136000,0.06634146,71000,0.03463415,155000,0.07560976,140000,0.06829268,117000,0.05707317,531000,0.25902439,323000,0.15756098,195000,0.09512195,200000,0.09756098,158000,0.07707317,92000,0.04487805,183000,0.08926829,167000,0.08146341,167000,0.08146341,654000,0.31902439,246000,0.12,222000,0.10829268,200000,0.09756098,161000,0.07853659,76000,0.03707317,188000,0.09170732,147000,0.07170732,143000,0.0697561,419000,0.20439024,217000,0.10585366,143000,0.0697561,150000,0.07317073,147000,0.07170732,61000,0.0297561,150000,0.07317073,116000,0.05658537,117000,0.05707317
user_0059,2025-09,2025-10,2025-11,2025-12,2050000,train,531000,0.25902439,323000,0.15756098,195000,0.09512195,200000,0.09756098,158000,0.07707317,92000,0.04487805,183000,0.08926829,167000,0.08146341,167000,0.08146341,654000,0.31902439,246000,0.12,222000,0.10829268,200000,0.09756098,161000,0.07853659,76000,0.03707317,188000,0.09170732,147000,0.07170732,143000,0.0697561,419000,0.20439024,217000,0.10585366,143000,0.0697561,150000,0.07317073,147000,0.07170732,61000,0.0297561,150000,0.07317073,116000,0.05658537,117000,0.05707317,485000,0.23658537,198000,0.09658537,186000,0.09073171,2568000,1.25268293,178000,0.08682927,70000,0.03414634,133000,0.06487805,123000,0.06,104000,0.05073171
user_0059,2025-10,2025-11,2025-12,2026-01,2050000,train,654000,0.31902439,246000,0.12,222000,0.10829268,200000,0.09756098,161000,0.07853659,76000,0.03707317,188000,0.09170732,147000,0.07170732,143000,0.0697561,419000,0.20439024,217000,0.10585366,143000,0.0697561,150000,0.07317073,147000,0.07170732,61000,0.0297561,150000,0.07317073,116000,0.05658537,117000,0.05707317,485000,0.23658537,198000,0.09658537,186000,0.09073171,2568000,1.25268293,178000,0.08682927,70000,0.03414634,133000,0.06487805,123000,0.06,104000,0.05073171,591000,0.28829268,215000,0.10487805,190000,0.09268293,200000,0.09756098,122000,0.0595122,75000,0.03658537,137000,0.06682927,125000,0.06097561,133000,0.06487805
user_0059,2025-11,2025-12,2026-01,2026-02,2050000,train,419000,0.20439024,217000,0.10585366,143000,0.0697561,150000,0.07317073,147000,0.07170732,61000,0.0297561,150000,0.07317073,116000,0.05658537,117000,0.05707317,485000,0.23658537,198000,0.09658537,186000,0.09073171,2568000,1.25268293,178000,0.08682927,70000,0.03414634,133000,0.06487805,123000,0.06,104000,0.05073171,591000,0.28829268,215000,0.10487805,190000,0.09268293,200000,0.09756098,122000,0.0595122,75000,0.03658537,137000,0.06682927,125000,0.06097561,133000,0.06487805,534000,0.2604878,277000,0.13512195,170000,0.08292683,114000,0.05560976,143000,0.0697561,69000,0.03365854,186000,0.09073171,151000,0.07365854,106000,0.05170732
user_0059,2025-12,2026-01,2026-02,2026-03,2050000,validation,485000,0.23658537,198000,0.09658537,186000,0.09073171,2568000,1.25268293,178000,0.08682927,70000,0.03414634,133000,0.06487805,123000,0.06,104000,0.05073171,591000,0.28829268,215000,0.10487805,190000,0.09268293,200000,0.09756098,122000,0.0595122,75000,0.03658537,137000,0.06682927,125000,0.06097561,133000,0.06487805,534000,0.2604878,277000,0.13512195,170000,0.08292683,114000,0.05560976,143000,0.0697561,69000,0.03365854,186000,0.09073171,151000,0.07365854,106000,0.05170732,472000,0.2302439,245000,0.1195122,196000,0.09560976,250000,0.12195122,127000,0.06195122,57000,0.02780488,129000,0.06292683,141000,0.06878049,103000,0.0502439
user_0059,2026-01,2026-02,2026-03,2026-04,2050000,validation,591000,0.28829268,215000,0.10487805,190000,0.09268293,200000,0.09756098,122000,0.0595122,75000,0.03658537,137000,0.06682927,125000,0.06097561,133000,0.06487805,534000,0.2604878,277000,0.13512195,170000,0.08292683,114000,0.05560976,143000,0.0697561,69000,0.03365854,186000,0.09073171,151000,0.07365854,106000,0.05170732,472000,0.2302439,245000,0.1195122,196000,0.09560976,250000,0.12195122,127000,0.06195122,57000,0.02780488,129000,0.06292683,141000,0.06878049,103000,0.0502439,591000,0.28829268,251000,0.12243902,153000,0.07463415,200000,0.09756098,143000,0.0697561,63000,0.03073171,166000,0.08097561,114000,0.05560976,114000,0.05560976
user_0059,2026-02,2026-03,2026-04,2026-05,2050000,test,534000,0.2604878,277000,0.13512195,170000,0.08292683,114000,0.05560976,143000,0.0697561,69000,0.03365854,186000,0.09073171,151000,0.07365854,106000,0.05170732,472000,0.2302439,245000,0.1195122,196000,0.09560976,250000,0.12195122,127000,0.06195122,57000,0.02780488,129000,0.06292683,141000,0.06878049,103000,0.0502439,591000,0.28829268,251000,0.12243902,153000,0.07463415,200000,0.09756098,143000,0.0697561,63000,0.03073171,166000,0.08097561,114000,0.05560976,114000,0.05560976,705000,0.34390244,242000,0.11804878,257000,0.12536585,154000,0.07512195,180000,0.08780488,67000,0.03268293,159000,0.07756098,146000,0.07121951,150000,0.07317073
user_0060,2025-06,2025-07,2025-08,2025-09,2600000,train,644000,0.24769231,359000,0.13807692,309000,0.11884615,250000,0.09615385,221000,0.085,90000,0.03461538,193000,0.07423077,204000,0.07846154,103000,0.03961538,777000,0.29884615,363000,0.13961538,298000,0.11461538,200000,0.07692308,265000,0.10192308,103000,0.03961538,249000,0.09576923,214000,0.08230769,106000,0.04076923,685000,0.26346154,352000,0.13538462,349000,0.13423077,200000,0.07692308,253000,0.09730769,106000,0.04076923,235000,0.09038462,171000,0.06576923,144000,0.05538462,686000,0.26384615,306000,0.11769231,271000,0.10423077,154000,0.05923077,212000,0.08153846,72000,0.02769231,160000,0.06153846,183000,0.07038462,112000,0.04307692
user_0060,2025-07,2025-08,2025-09,2025-10,2600000,train,777000,0.29884615,363000,0.13961538,298000,0.11461538,200000,0.07692308,265000,0.10192308,103000,0.03961538,249000,0.09576923,214000,0.08230769,106000,0.04076923,685000,0.26346154,352000,0.13538462,349000,0.13423077,200000,0.07692308,253000,0.09730769,106000,0.04076923,235000,0.09038462,171000,0.06576923,144000,0.05538462,686000,0.26384615,306000,0.11769231,271000,0.10423077,154000,0.05923077,212000,0.08153846,72000,0.02769231,160000,0.06153846,183000,0.07038462,112000,0.04307692,595000,0.22884615,269000,0.10346154,304000,0.11692308,185000,0.07115385,240000,0.09230769,79000,0.03038462,233000,0.08961538,168000,0.06461538,118000,0.04538462
user_0060,2025-08,2025-09,2025-10,2025-11,2600000,train,685000,0.26346154,352000,0.13538462,349000,0.13423077,200000,0.07692308,253000,0.09730769,106000,0.04076923,235000,0.09038462,171000,0.06576923,144000,0.05538462,686000,0.26384615,306000,0.11769231,271000,0.10423077,154000,0.05923077,212000,0.08153846,72000,0.02769231,160000,0.06153846,183000,0.07038462,112000,0.04307692,595000,0.22884615,269000,0.10346154,304000,0.11692308,185000,0.07115385,240000,0.09230769,79000,0.03038462,233000,0.08961538,168000,0.06461538,118000,0.04538462,515000,0.19807692,255000,0.09807692,218000,0.08384615,200000,0.07692308,213000,0.08192308,82000,0.03153846,144000,0.05538462,124000,0.04769231,95000,0.03653846
user_0060,2025-09,2025-10,2025-11,2025-12,2600000,train,686000,0.26384615,306000,0.11769231,271000,0.10423077,154000,0.05923077,212000,0.08153846,72000,0.02769231,160000,0.06153846,183000,0.07038462,112000,0.04307692,595000,0.22884615,269000,0.10346154,304000,0.11692308,185000,0.07115385,240000,0.09230769,79000,0.03038462,233000,0.08961538,168000,0.06461538,118000,0.04538462,515000,0.19807692,255000,0.09807692,218000,0.08384615,200000,0.07692308,213000,0.08192308,82000,0.03153846,144000,0.05538462,124000,0.04769231,95000,0.03653846,746000,0.28692308,308000,0.11846154,255000,0.09807692,250000,0.09615385,248000,0.09538462,96000,0.03692308,215000,0.08269231,171000,0.06576923,94000,0.03615385
user_0060,2025-10,2025-11,2025-12,2026-01,2600000,train,595000,0.22884615,269000,0.10346154,304000,0.11692308,185000,0.07115385,240000,0.09230769,79000,0.03038462,233000,0.08961538,168000,0.06461538,118000,0.04538462,515000,0.19807692,255000,0.09807692,218000,0.08384615,200000,0.07692308,213000,0.08192308,82000,0.03153846,144000,0.05538462,124000,0.04769231,95000,0.03653846,746000,0.28692308,308000,0.11846154,255000,0.09807692,250000,0.09615385,248000,0.09538462,96000,0.03692308,215000,0.08269231,171000,0.06576923,94000,0.03615385,553000,0.21269231,317000,0.12192308,218000,0.08384615,250000,0.09615385,169000,0.065,71000,0.02730769,176000,0.06769231,144000,0.05538462,89000,0.03423077
user_0060,2025-11,2025-12,2026-01,2026-02,2600000,train,515000,0.19807692,255000,0.09807692,218000,0.08384615,200000,0.07692308,213000,0.08192308,82000,0.03153846,144000,0.05538462,124000,0.04769231,95000,0.03653846,746000,0.28692308,308000,0.11846154,255000,0.09807692,250000,0.09615385,248000,0.09538462,96000,0.03692308,215000,0.08269231,171000,0.06576923,94000,0.03615385,553000,0.21269231,317000,0.12192308,218000,0.08384615,250000,0.09615385,169000,0.065,71000,0.02730769,176000,0.06769231,144000,0.05538462,89000,0.03423077,647000,0.24884615,261000,0.10038462,268000,0.10307692,250000,0.09615385,164000,0.06307692,78000,0.03,155000,0.05961538,135000,0.05192308,94000,0.03615385
user_0060,2025-12,2026-01,2026-02,2026-03,2600000,validation,746000,0.28692308,308000,0.11846154,255000,0.09807692,250000,0.09615385,248000,0.09538462,96000,0.03692308,215000,0.08269231,171000,0.06576923,94000,0.03615385,553000,0.21269231,317000,0.12192308,218000,0.08384615,250000,0.09615385,169000,0.065,71000,0.02730769,176000,0.06769231,144000,0.05538462,89000,0.03423077,647000,0.24884615,261000,0.10038462,268000,0.10307692,250000,0.09615385,164000,0.06307692,78000,0.03,155000,0.05961538,135000,0.05192308,94000,0.03615385,575000,0.22115385,238000,0.09153846,253000,0.09730769,200000,0.07692308,167000,0.06423077,84000,0.03230769,166000,0.06384615,161000,0.06192308,105000,0.04038462
user_0060,2026-01,2026-02,2026-03,2026-04,2600000,validation,553000,0.21269231,317000,0.12192308,218000,0.08384615,250000,0.09615385,169000,0.065,71000,0.02730769,176000,0.06769231,144000,0.05538462,89000,0.03423077,647000,0.24884615,261000,0.10038462,268000,0.10307692,250000,0.09615385,164000,0.06307692,78000,0.03,155000,0.05961538,135000,0.05192308,94000,0.03615385,575000,0.22115385,238000,0.09153846,253000,0.09730769,200000,0.07692308,167000,0.06423077,84000,0.03230769,166000,0.06384615,161000,0.06192308,105000,0.04038462,504000,0.19384615,257000,0.09884615,250000,0.09615385,150000,0.05769231,163000,0.06269231,67000,0.02576923,180000,0.06923077,160000,0.06153846,104000,0.04
