transaction_date,user_id,belanja,hiburan,kesehatan,kos_sewa,lainnya,makanan,pendidikan,tagihan,transportasi
2025-08,user_0097,1203000,743000,479000,1061000,529000,1717000,243000,1377000,987000
2025-08,user_0098,1383000,782000,530000,1237000,743000,2657000,395000,1954000,1230000
2025-08,user_0099,1338000,827000,617000,1371000,565000,2393000,308000,1719000,1495000
2025-08,user_0100,1426000,746000,429000,1318000,572000,2524000,289000,1650000,1251000
2025-08,user_0101,357000,252000,160000,385000,149000,796000,85000,451000,362000
2025-08,user_0102,712000,499000,330000,684000,397000,1556000,183000,824000,821000
2025-08,user_0103,552000,354000,279000,686000,294000,1373000,163000,809000,658000
2025-08,user_0104,825000,517000,322000,875000,325000,1887000,213000,1569000,798000
2025-08,user_0105,1159000,689000,489000,1399000,377000,2149000,303000,1998000,1526000
2025-08,user_0106,784000,479000,268000,641000,373000,1338000,168000,811000,729000
2025-08,user_0107,775000,572000,253000,602000,241000,1517000,140000,894000,678000
2025-08,user_0108,694000,454000,265000,612000,368000,1645000,174000,820000,761000
2025-08,user_0109,985000,631000,402000,946000,422000,1889000,239000,1312000,1806000
2025-08,user_0110,561000,387000,261000,575000,183000,1019000,161000,791000,592000
2025-08,user_0111,932000,705000,429000,776000,466000,1869000,240000,1168000,912000
2025-08,user_0112,830000,448000,350000,707000,427000,1805000,169000,1218000,1696000
2025-08,user_0113,925000,746000,319000,1024000,309000,1915000,240000,1094000,1102000
2025-08,user_0114,543000,282000,176000,405000,208000,1021000,107000,445000,472000
2025-08,user_0115,420000,343000,193000,362000,139000,824000,116000,530000,525000
2025-08,user_0117,1868000,327000,180000,440000,255000,927000,118000,474000,489000
2025-08,user_0118,1070000,701000,429000,970000,476000,2396000,229000,1464000,1057000
2025-08,user_0119,1200000,601000,431000,959000,365000,2008000,265000,1303000,887000
2025-08,user_0120,1054000,486000,344000,800000,486000,1603000,209000,1282000,798000
2025-08,user_0121,870000,675000,419000,959000,324000,1625000,194000,1160000,1041000
2025-08,user_0122,632000,499000,312000,568000,305000,1164000,151000,949000,679000
2025-08,user_0123,687000,396000,240000,603000,230000,1236000,177000,970000,792000
2025-08,user_0124,430000,234000,190000,544000,238000,1119000,140000,724000,521000
2025-08,user_0125,630000,434000,314000,625000,376000,1568000,185000,681000,596000
2025-08,user_0126,1006000,465000,297000,741000,407000,1618000,179000,1063000,752000
2025-08,user_0127,1122000,1927000,543000,1339000,649000,2501000,285000,2127000,1369000
2025-08,user_0128,1262000,666000,455000,1018000,682000,2675000,322000,1362000,1171000
2025-08,user_0129,743000,411000,291000,748000,288000,1500000,149000,723000,644000
2025-08,user_0130,962000,445000,474000,955000,487000,1767000,205000,1748000,1002000
2025-08,user_0131,1003000,630000,444000,942000,296000,2164000,234000,1335000,1002000
2025-08,user_0132,946000,487000,535000,1130000,562000,2722000,260000,2040000,1172000
2025-08,user_0133,737000,602000,265000,692000,237000,1718000,155000,982000,807000
2025-08,user_0134,1084000,619000,443000,1007000,435000,1576000,265000,1067000,1039000
2025-08,user_0136,510000,322000,230000,458000,209000,857000,106000,586000,539000
2025-08,user_0137,614000,337000,203000,528000,180000,872000,97000,577000,463000
2025-08,user_0138,507000,1352000,256000,542000,284000,1197000,125000,770000,496000
2025-08,user_0139,582000,268000,288000,597000,323000,1221000,178000,838000,570000
2025-08,user_0140,969000,496000,351000,746000,376000,1483000,206000,838000,702000
2025-08,user_0141,1933000,1003000,680000,1969000,968000,4144000,1436000,2367000,1339000
2025-08,user_0142,351000,215000,168000,381000,235000,884000,285000,379000,325000
2025-08,user_0145,771000,412000,276000,828000,409000,1335000,549000,716000,698000
2025-08,user_0146,1268000,727000,541000,1489000,664000,2399000,682000,3392000,911000
2025-08,user_0147,598000,278000,191000,702000,316000,1217000,332000,622000,456000
2025-08,user_0148,598000,367000,228000,749000,270000,1003000,369000,692000,492000
2025-08,user_0149,209000,158000,95000,271000,105000,557000,205000,416000,218000
2025-08,user_0150,348000,219000,125000,345000,143000,774000,200000,416000,241000
2025-08,user_0151,532000,333000,213000,523000,187000,904000,329000,547000,438000
2025-08,user_0152,560000,276000,250000,509000,361000,999000,377000,637000,504000
2025-08,user_0155,197000,123000,81000,257000,108000,455000,136000,200000,158000
2025-08,user_0156,943000,716000,457000,1263000,727000,2130000,828000,1058000,1028000
2025-08,user_0157,340000,149000,207000,421000,256000,865000,299000,533000,406000
2025-08,user_0158,635000,290000,223000,657000,236000,1072000,376000,506000,360000
2025-08,user_0159,1341000,658000,580000,1655000,847000,2292000,782000,1252000,1133000
2025-08,user_0160,1564000,745000,583000,1987000,998000,2904000,1080000,1461000,1464000
2025-08,user_0161,649000,513000,367000,913000,399000,1478000,440000,824000,713000
2025-08,user_0162,324000,939000,123000,354000,173000,532000,162000,287000,213000
2025-08,user_0163,1141000,562000,551000,1393000,570000,2200000,851000,3187000,992000
2025-08,user_0164,1008000,591000,381000,1118000,403000,2179000,613000,1158000,821000
2025-08,user_0166,1537000,998000,594000,2091000,1097000,3335000,1175000,1782000,1377000
2025-08,user_0167,946000,460000,309000,1002000,501000,1921000,659000,1110000,686000
2025-08,user_0168,1710000,1103000,562000,1516000,688000,3611000,1068000,1387000,1176000
2025-08,user_0171,706000,476000,253000,630000,246000,1320000,423000,584000,507000
2025-08,user_0172,610000,499000,309000,849000,388000,1708000,502000,833000,521000
2025-08,user_0173,904000,553000,357000,1013000,339000,1673000,561000,949000,826000
2025-08,user_0174,716000,431000,316000,809000,376000,1413000,430000,599000,610000
2025-08,user_0175,422000,254000,166000,447000,185000,797000,267000,353000,318000
2025-09,user_0003,1935000,198000,184000,419000,206000,759000,250000,495000,369000
2025-09,user_0005,206000,156000,50000,125000,81000,403000,147000,250000,192000
2025-09,user_0007,185000,136000,48000,89000,57000,464000,139000,250000,183000
2025-09,user_0008,168000,167000,61000,128000,95000,501000,157000,250000,229000
2025-09,user_0009,155000,126000,72000,147000,112000,468000,156000,200000,234000
2025-09,user_0010,223000,158000,70000,150000,98000,563000,166000,129000,261000
2025-09,user_0011,127000,112000,58000,110000,76000,429000,123000,200000,194000
2025-09,user_0012,247000,204000,98000,178000,94000,1200000,188000,290000,283000
2025-09,user_0013,66000,56000,31000,50000,46000,189000,71000,250000,97000
2025-09,user_0014,194000,142000,63000,125000,103000,536000,132000,250000,240000
2025-09,user_0015,261000,213000,84000,148000,146000,562000,188000,250000,258000
2025-09,user_0016,108000,72000,36000,57000,35000,306000,67000,150000,116000
2025-09,user_0017,131000,96000,47000,91000,92000,439000,114000,250000,205000
2025-09,user_0018,105000,97000,41000,96000,81000,295000,107000,150000,175000
2025-09,user_0019,285000,204000,77000,200000,184000,832000,228000,182000,1191000
2025-09,user_0020,243000,208000,100000,226000,117000,720000,193000,244000,315000
2025-09,user_0021,402000,268000,99000,268000,141000,770000,261000,212000,376000
2025-09,user_0022,279000,191000,77000,144000,95000,535000,202000,250000,338000
2025-09,user_0023,123000,98000,36000,75000,61000,303000,81000,200000,137000
2025-09,user_0024,197000,135000,62000,126000,76000,451000,133000,200000,178000
2025-09,user_0025,199000,145000,82000,136000,112000,569000,180000,253000,319000
2025-09,user_0026,214000,172000,62000,109000,87000,458000,153000,250000,243000
2025-09,user_0027,169000,108000,53000,101000,87000,401000,153000,150000,225000
2025-09,user_0028,332000,277000,108000,161000,121000,713000,232000,250000,305000
2025-09,user_0029,89000,72000,35000,66000,51000,318000,87000,1794000,139000
2025-09,user_0030,1657000,160000,91000,187000,146000,706000,189000,163000,295000
2025-09,user_0031,370000,264000,137000,271000,181000,807000,286000,177000,448000
2025-09,user_0032,176000,143000,72000,124000,127000,521000,128000,121000,217000
2025-09,user_0033,259000,227000,90000,213000,162000,631000,235000,250000,262000
2025-09,user_0034,91000,65000,38000,78000,41000,287000,76000,150000,111000
2025-09,user_0035,191000,148000,73000,125000,143000,508000,160000,250000,301000
2025-09,user_0036,258000,1081000,102000,202000,119000,832000,223000,275000,305000
2025-09,user_0037,118000,87000,35000,81000,56000,292000,84000,200000,137000
2025-09,user_0038,322000,279000,108000,184000,119000,655000,220000,250000,395000
2025-09,user_0039,394000,304000,99000,197000,152000,776000,296000,250000,362000
2025-09,user_0040,194000,179000,69000,157000,87000,578000,176000,121000,266000
2025-09,user_0041,98000,74000,28000,72000,42000,214000,64000,150000,114000
2025-09,user_0042,354000,245000,99000,216000,115000,854000,246000,198000,344000
2025-09,user_0043,167000,163000,58000,152000,69000,443000,156000,250000,268000
2025-09,user_0044,123000,115000,42000,71000,56000,329000,94000,100000,133000
2025-09,user_0046,330000,225000,118000,221000,140000,983000,207000,205000,417000
2025-09,user_0047,340000,317000,129000,241000,248000,1226000,367000,2457000,478000
2025-09,user_0048,227000,208000,80000,151000,105000,601000,142000,250000,235000
2025-09,user_0049,223000,182000,68000,132000,97000,619000,161000,2250000,268000
2025-09,user_0050,179000,131000,52000,102000,87000,456000,147000,150000,193000
2025-09,user_0051,177000,124000,53000,99000,102000,471000,149000,250000,236000
2025-09,user_0052,172000,178000,58000,130000,144000,629000,154000,150000,274000
2025-09,user_0053,71000,58000,34000,56000,60000,242000,76000,250000,103000
2025-09,user_0054,118000,93000,36000,64000,47000,264000,77000,150000,142000
2025-09,user_0055,255000,181000,83000,175000,158000,583000,222000,158000,347000
2025-09,user_0056,184000,184000,66000,128000,131000,477000,158000,119000,273000
2025-09,user_0057,87000,74000,35000,65000,41000,227000,65000,100000,117000
2025-09,user_0059,195000,158000,92000,167000,167000,531000,183000,200000,323000
2025-09,user_0060,271000,212000,72000,183000,112000,686000,160000,154000,306000
2025-09,user_0063,161000,131000,58000,125000,70000,413000,106000,100000,223000
2025-09,user_0064,167000,124000,51000,95000,83000,464000,117000,200000,166000
2025-09,user_0065,264000,192000,81000,170000,97000,668000,162000,200000,276000
2025-09,user_0066,209000,148000,70000,143000,64000,565000,132000,117000,211000
2025-09,user_0067,259000,219000,102000,195000,100000,733000,226000,200000,265000
2025-09,user_0068,286000,243000,121000,235000,151000,791000,251000,168000,359000
2025-09,user_0069,286000,239000,115000,233000,161000,770000,282000,213000,329000
2025-09,user_0070,141000,130000,44000,126000,75000,346000,122000,200000,203000
2025-09,user_0071,790000,477000,236000,640000,212000,1344000,172000,721000,721000
2025-09,user_0072,581000,454000,221000,598000,162000,906000,149000,640000,508000
2025-09,user_0073,385000,208000,144000,343000,107000,744000,77000,603000,373000
2025-09,user_0074,411000,270000,213000,491000,253000,966000,130000,520000,445000
2025-09,user_0075,848000,362000,378000,890000,399000,1657000,230000,1476000,775000
2025-09,user_0076,1027000,653000,439000,936000,395000,1760000,248000,1277000,858000
2025-09,user_0077,1428000,680000,577000,1021000,693000,2255000,315000,1305000,1332000
2025-09,user_0079,579000,475000,233000,723000,329000,1405000,174000,741000,725000
2025-09,user_0080,748000,1482000,225000,633000,356000,1232000,168000,852000,581000
2025-09,user_0081,588000,447000,228000,688000,219000,1355000,162000,787000,553000
2025-09,user_0082,1199000,861000,549000,1314000,577000,2903000,269000,3736000,1423000
2025-09,user_0083,735000,399000,427000,1000000,425000,1914000,233000,1386000,891000
2025-09,user_0084,668000,418000,190000,550000,176000,993000,109000,734000,562000
2025-09,user_0085,817000,377000,318000,786000,465000,1894000,178000,1423000,961000
2025-09,user_0086,963000,459000,368000,758000,283000,1910000,212000,1322000,917000
2025-09,user_0087,640000,467000,238000,619000,316000,1424000,128000,789000,657000
2025-09,user_0088,1046000,444000,392000,946000,529000,2296000,265000,1306000,950000
2025-09,user_0089,1394000,843000,508000,1036000,609000,2785000,360000,1348000,1174000
2025-09,user_0090,403000,253000,150000,311000,117000,648000,90000,392000,330000
2025-09,user_0091,431000,289000,207000,488000,207000,995000,103000,559000,435000
2025-09,user_0092,1390000,743000,433000,1093000,510000,1943000,286000,1306000,1148000
2025-09,user_0093,807000,484000,390000,909000,457000,1684000,217000,1668000,1018000
2025-09,user_0094,1044000,733000,494000,1095000,465000,2181000,304000,1185000,1259000
2025-09,user_0095,894000,606000,429000,961000,408000,1746000,226000,1204000,1194000
2025-09,user_0096,855000,496000,368000,793000,321000,2075000,228000,1223000,1066000
2025-09,user_0097,838000,616000,346000,848000,345000,1967000,230000,858000,822000
2025-09,user_0098,1241000,715000,415000,934000,459000,1962000,299000,1225000,947000
2025-09,user_0099,1059000,691000,316000,794000,489000,2111000,265000,1022000,1045000
2025-09,user_0100,1095000,688000,458000,1132000,538000,2062000,240000,1367000,966000
2025-09,user_0101,367000,259000,164000,374000,156000,647000,100000,389000,308000
2025-09,user_0102,832000,438000,234000,586000,288000,1376000,190000,770000,1733000
2025-09,user_0103,454000,360000,191000,513000,283000,1108000,136000,570000,1256000
2025-09,user_0104,639000,434000,308000,828000,251000,1353000,208000,1152000,657000
2025-09,user_0105,780000,428000,313000,817000,263000,1882000,194000,1508000,772000
2025-09,user_0106,497000,410000,230000,452000,268000,958000,144000,690000,551000
2025-09,user_0107,764000,493000,265000,585000,241000,1431000,140000,747000,708000
2025-09,user_0108,764000,546000,280000,610000,425000,1324000,203000,873000,662000
2025-09,user_0109,862000,596000,386000,915000,423000,1738000,211000,1102000,996000
2025-09,user_0110,740000,499000,209000,659000,229000,1209000,159000,822000,577000
2025-09,user_0111,1068000,628000,321000,904000,436000,1581000,229000,1123000,867000
2025-09,user_0112,578000,423000,337000,718000,331000,1697000,219000,1173000,716000
2025-09,user_0113,817000,440000,241000,583000,254000,1382000,172000,795000,768000
2025-09,user_0114,440000,258000,217000,437000,237000,1067000,128000,531000,551000
2025-09,user_0115,519000,380000,219000,582000,159000,1244000,152000,573000,616000
2025-09,user_0117,726000,422000,237000,653000,353000,1259000,171000,871000,760000
2025-09,user_0118,1453000,743000,616000,1360000,693000,2519000,301000,1781000,1368000
2025-09,user_0119,838000,646000,296000,771000,236000,1654000,191000,1007000,839000
2025-09,user_0120,765000,420000,314000,667000,345000,1350000,160000,826000,863000
2025-09,user_0121,1249000,869000,395000,1025000,305000,2101000,266000,1062000,1096000
2025-09,user_0122,853000,615000,399000,909000,385000,2172000,195000,1317000,1065000
2025-09,user_0123,730000,422000,337000,943000,257000,1850000,220000,1163000,846000
2025-09,user_0124,606000,318000,297000,556000,248000,1102000,130000,975000,601000
2025-09,user_0125,919000,428000,313000,806000,322000,1671000,211000,935000,923000
2025-09,user_0126,1005000,593000,357000,954000,531000,1851000,201000,1007000,860000
2025-09,user_0127,1153000,449000,488000,1001000,475000,2348000,234000,1808000,1155000
2025-09,user_0128,1433000,932000,486000,1423000,715000,2777000,293000,1314000,1251000
2025-09,user_0129,656000,389000,190000,590000,278000,1005000,146000,565000,466000
2025-09,user_0130,1137000,687000,505000,1383000,632000,2614000,270000,2172000,1052000
2025-09,user_0131,967000,615000,420000,874000,265000,1929000,189000,994000,1013000
2025-09,user_0132,913000,621000,535000,1281000,653000,1925000,259000,1889000,1211000
2025-09,user_0133,577000,434000,265000,569000,213000,1334000,156000,694000,1394000
2025-09,user_0134,1162000,694000,451000,813000,565000,1929000,249000,1365000,1180000
2025-09,user_0136,481000,319000,231000,539000,252000,1184000,144000,563000,624000
2025-09,user_0137,522000,276000,181000,368000,130000,907000,98000,519000,489000
2025-09,user_0138,725000,455000,270000,598000,248000,1289000,149000,686000,608000
2025-09,user_0139,434000,318000,226000,579000,237000,1293000,164000,798000,703000
2025-09,user_0140,1309000,802000,416000,1204000,462000,2574000,224000,1174000,1122000
2025-09,user_0141,2028000,1073000,880000,1972000,1210000,3165000,1211000,2148000,1621000
2025-09,user_0142,505000,276000,209000,467000,248000,791000,343000,432000,471000
2025-09,user_0144,965000,466000,396000,872000,523000,1614000,613000,960000,762000
2025-09,user_0145,386000,240000,161000,526000,266000,919000,265000,456000,324000
2025-09,user_0146,799000,573000,288000,889000,479000,1787000,549000,752000,642000
2025-09,user_0147,364000,272000,193000,417000,194000,835000,311000,400000,276000
2025-09,user_0148,617000,466000,226000,707000,292000,1127000,349000,589000,528000
2025-09,user_0149,295000,139000,111000,417000,115000,677000,179000,457000,1097000
2025-09,user_0150,767000,569000,343000,1123000,334000,2132000,656000,750000,775000
2025-09,user_0151,549000,300000,158000,550000,191000,983000,303000,494000,341000
2025-09,user_0152,734000,403000,322000,894000,397000,1638000,491000,641000,537000
2025-09,user_0153,278000,215000,147000,366000,117000,693000,168000,349000,251000
2025-09,user_0154,512000,351000,192000,554000,185000,1086000,300000,484000,403000
2025-09,user_0155,159000,114000,76000,199000,89000,300000,115000,250000,883000
2025-09,user_0156,587000,329000,249000,707000,392000,1543000,497000,655000,563000
2025-09,user_0157,197000,100000,99000,271000,112000,504000,136000,378000,203000
2025-09,user_0158,360000,173000,119000,433000,117000,554000,200000,377000,278000
2025-09,user_0159,989000,525000,376000,1160000,444000,1437000,476000,777000,748000
2025-09,user_0160,1467000,1015000,583000,1830000,761000,3341000,1001000,1684000,1727000
2025-09,user_0161,1508000,722000,573000,1797000,677000,2222000,768000,1544000,1048000
2025-09,user_0162,353000,213000,129000,439000,249000,603000,202000,437000,333000
2025-09,user_0163,2581000,597000,503000,1252000,748000,2452000,684000,1117000,954000
2025-09,user_0164,798000,668000,344000,1170000,304000,1966000,672000,860000,695000
2025-09,user_0166,1390000,907000,591000,1717000,995000,2690000,905000,1706000,1141000
2025-09,user_0167,1201000,811000,593000,1597000,836000,2383000,1018000,1465000,1212000
2025-09,user_0168,2817000,725000,407000,1355000,470000,2465000,823000,1315000,965000
2025-09,user_0171,923000,466000,287000,967000,284000,1309000,445000,852000,709000
2025-09,user_0172,494000,309000,192000,693000,276000,903000,328000,647000,425000
2025-09,user_0173,803000,507000,279000,925000,279000,1248000,383000,763000,501000
2025-09,user_0174,979000,685000,496000,1285000,675000,2607000,671000,1170000,922000
2025-09,user_0175,582000,326000,176000,572000,177000,907000,396000,574000,374000
2025-10,user_0003,1849000,211000,193000,558000,272000,824000,245000,402000,317000
2025-10,user_0005,181000,126000,67000,109000,69000,544000,119000,250000,192000
2025-10,user_0007,146000,122000,46000,96000,52000,343000,109000,200000,145000
2025-10,user_0008,170000,161000,78000,116000,78000,490000,123000,100000,207000
2025-10,user_0009,234000,182000,78000,170000,152000,721000,159000,200000,330000
2025-10,user_0010,214000,192000,70000,162000,102000,612000,187000,250000,277000
2025-10,user_0011,138000,110000,55000,134000,61000,496000,131000,152000,165000
2025-10,user_0012,254000,189000,93000,168000,118000,774000,199000,278000,294000
2025-10,user_0013,87000,67000,25000,51000,46000,247000,62000,100000,85000
2025-10,user_0014,169000,113000,59000,110000,102000,358000,114000,250000,194000
2025-10,user_0015,261000,191000,91000,212000,189000,765000,203000,250000,326000
2025-10,user_0016,108000,87000,40000,73000,45000,284000,70000,150000,119000
2025-10,user_0017,159000,123000,64000,137000,126000,519000,152000,183000,230000
2025-10,user_0018,123000,86000,42000,80000,74000,309000,98000,100000,146000
2025-10,user_0019,250000,161000,89000,155000,159000,638000,183000,126000,271000
2025-10,user_0020,305000,206000,104000,185000,115000,684000,278000,279000,328000
2025-10,user_0021,300000,287000,121000,235000,108000,858000,209000,196000,1028000
2025-10,user_0022,308000,207000,105000,166000,131000,730000,225000,250000,303000
2025-10,user_0023,99000,99000,35000,66000,58000,337000,82000,200000,121000
2025-10,user_0024,186000,214000,80000,140000,88000,654000,169000,144000,236000
2025-10,user_0025,168000,164000,79000,170000,113000,712000,197000,239000,274000
2025-10,user_0026,156000,152000,65000,129000,70000,496000,112000,150000,189000
2025-10,user_0027,147000,124000,64000,109000,108000,398000,129000,200000,196000
2025-10,user_0028,222000,195000,73000,166000,92000,658000,203000,250000,277000
2025-10,user_0029,89000,75000,38000,86000,60000,281000,100000,250000,139000
2025-10,user_0030,209000,165000,76000,142000,110000,566000,142000,200000,192000
2025-10,user_0031,375000,1266000,155000,290000,266000,992000,298000,217000,533000
2025-10,user_0032,197000,148000,70000,160000,107000,571000,145000,101000,276000
2025-10,user_0033,185000,189000,89000,144000,140000,537000,160000,200000,244000
2025-10,user_0034,93000,72000,37000,84000,47000,338000,71000,200000,137000
2025-10,user_0035,144000,127000,65000,143000,115000,461000,140000,108000,211000
2025-10,user_0036,271000,222000,98000,260000,144000,1505000,252000,333000,444000
2025-10,user_0037,134000,89000,53000,90000,62000,314000,98000,150000,169000
2025-10,user_0038,254000,173000,78000,187000,86000,696000,210000,151000,308000
2025-10,user_0039,288000,306000,97000,199000,152000,939000,206000,200000,336000
2025-10,user_0040,205000,193000,55000,130000,78000,516000,127000,200000,263000
2025-10,user_0041,95000,67000,26000,72000,32000,209000,72000,200000,124000
2025-10,user_0042,1935000,305000,113000,214000,130000,976000,215000,171000,360000
2025-10,user_0043,220000,192000,76000,176000,94000,623000,188000,200000,323000
2025-10,user_0044,120000,123000,41000,86000,47000,305000,87000,200000,148000
2025-10,user_0046,287000,299000,116000,257000,135000,1290000,227000,216000,329000
2025-10,user_0047,225000,204000,115000,173000,140000,621000,249000,2311000,388000
2025-10,user_0048,242000,154000,67000,148000,95000,592000,148000,250000,279000
2025-10,user_0049,186000,186000,82000,143000,80000,610000,175000,119000,239000
2025-10,user_0050,145000,123000,55000,114000,114000,456000,116000,200000,213000
2025-10,user_0051,202000,196000,64000,130000,155000,646000,184000,200000,245000
2025-10,user_0052,176000,119000,52000,115000,96000,451000,114000,2372000,228000
2025-10,user_0053,89000,76000,34000,53000,50000,244000,72000,100000,114000
2025-10,user_0054,112000,110000,36000,81000,54000,350000,93000,200000,153000
2025-10,user_0055,285000,188000,108000,194000,164000,689000,238000,166000,323000
2025-10,user_0056,174000,142000,63000,99000,104000,393000,136000,200000,1041000
2025-10,user_0057,71000,64000,26000,55000,29000,239000,55000,100000,82000
2025-10,user_0059,222000,161000,76000,147000,143000,654000,188000,200000,246000
2025-10,user_0060,304000,240000,79000,168000,118000,595000,233000,185000,269000
2025-10,user_0063,169000,134000,56000,95000,78000,477000,113000,250000,169000
2025-10,user_0064,180000,118000,59000,132000,107000,432000,125000,200000,1046000
2025-10,user_0065,370000,255000,141000,250000,136000,1356000,222000,181000,455000
2025-10,user_0066,167000,134000,62000,121000,68000,424000,136000,122000,217000
2025-10,user_0067,1352000,208000,64000,132000,83000,643000,174000,119000,307000
2025-10,user_0068,237000,198000,97000,169000,116000,744000,182000,130000,290000
2025-10,user_0069,256000,227000,91000,220000,182000,754000,221000,152000,1019000
2025-10,user_0070,164000,158000,60000,133000,69000,533000,144000,150000,232000
2025-10,user_0071,624000,360000,203000,615000,192000,1016000,135000,582000,566000
2025-10,user_0072,539000,1322000,192000,521000,185000,1251000,114000,647000,533000
2025-10,user_0073,415000,242000,158000,392000,119000,903000,96000,562000,454000
2025-10,user_0074,745000,474000,263000,629000,357000,1258000,184000,889000,783000
2025-10,user_0075,1815000,344000,271000,724000,324000,1537000,168000,1470000,907000
2025-10,user_0076,720000,540000,349000,692000,346000,1572000,182000,946000,752000
2025-10,user_0077,1092000,597000,393000,949000,476000,2515000,262000,1175000,1016000
2025-10,user_0079,565000,407000,283000,485000,336000,1072000,162000,691000,719000
2025-10,user_0080,659000,449000,281000,738000,379000,1302000,158000,829000,846000
2025-10,user_0081,656000,432000,219000,575000,190000,1260000,154000,646000,666000
2025-10,user_0082,1146000,703000,419000,1093000,639000,2435000,291000,1198000,1202000
2025-10,user_0083,1974000,465000,510000,1149000,502000,1853000,237000,1850000,1286000
2025-10,user_0084,1862000,255000,198000,467000,119000,838000,106000,465000,482000
2025-10,user_0085,1104000,581000,430000,1120000,436000,1902000,235000,1637000,1133000
2025-10,user_0086,1019000,729000,503000,1047000,302000,2037000,248000,1730000,1202000
2025-10,user_0087,697000,313000,235000,643000,332000,1301000,154000,773000,581000
2025-10,user_0088,2390000,486000,360000,798000,474000,2018000,287000,1553000,1029000
2025-10,user_0089,806000,573000,315000,909000,418000,1430000,213000,1164000,1015000
2025-10,user_0090,314000,256000,116000,276000,109000,603000,74000,467000,407000
2025-10,user_0091,643000,321000,204000,512000,246000,1085000,121000,661000,640000
2025-10,user_0092,1067000,506000,338000,971000,380000,1611000,222000,1065000,983000
2025-10,user_0093,968000,437000,401000,965000,543000,1696000,201000,1376000,981000
2025-10,user_0094,873000,760000,416000,1094000,547000,2330000,219000,1261000,1534000
2025-10,user_0095,864000,524000,277000,795000,390000,1496000,173000,3460000,836000
2025-10,user_0096,1226000,668000,547000,1382000,412000,2537000,343000,1805000,1154000
2025-10,user_0097,596000,463000,284000,616000,309000,1570000,173000,955000,618000
2025-10,user_0098,1145000,660000,417000,868000,544000,2311000,220000,1449000,1092000
2025-10,user_0099,1310000,753000,515000,995000,450000,1916000,257000,1184000,1268000
2025-10,user_0100,893000,495000,281000,804000,468000,1945000,167000,940000,960000
2025-10,user_0101,340000,278000,172000,378000,151000,643000,85000,493000,439000
2025-10,user_0102,800000,467000,292000,572000,343000,1554000,146000,873000,835000
2025-10,user_0103,546000,402000,244000,533000,311000,1320000,132000,602000,592000
2025-10,user_0104,851000,480000,305000,866000,252000,1645000,204000,1297000,783000
2025-10,user_0105,1345000,773000,509000,1158000,330000,2675000,290000,1921000,1234000
2025-10,user_0106,837000,561000,363000,775000,484000,1793000,241000,1060000,813000
2025-10,user_0107,819000,430000,272000,666000,195000,1288000,133000,654000,587000
2025-10,user_0108,671000,352000,245000,589000,367000,1435000,155000,764000,757000
2025-10,user_0109,926000,564000,316000,724000,440000,1701000,184000,1040000,889000
2025-10,user_0110,838000,558000,298000,633000,232000,1533000,198000,692000,711000
2025-10,user_0111,930000,774000,441000,883000,437000,2177000,226000,1111000,1159000
2025-10,user_0112,662000,394000,245000,829000,333000,1263000,201000,965000,702000
2025-10,user_0113,833000,589000,327000,653000,254000,1577000,185000,879000,658000
2025-10,user_0114,578000,265000,179000,433000,250000,1049000,113000,472000,469000
2025-10,user_0115,516000,319000,197000,463000,140000,1091000,103000,683000,547000
2025-10,user_0117,616000,313000,240000,468000,234000,1051000,105000,522000,471000
2025-10,user_0118,1165000,537000,422000,1065000,386000,1759000,194000,1224000,1159000
2025-10,user_0119,770000,437000,302000,657000,218000,1239000,180000,813000,854000
2025-10,user_0120,880000,643000,385000,798000,373000,1917000,220000,1182000,986000
2025-10,user_0121,998000,623000,410000,1121000,271000,1855000,240000,1305000,1828000
2025-10,user_0122,2515000,414000,316000,615000,392000,1517000,211000,1046000,765000
2025-10,user_0123,584000,332000,282000,575000,191000,1165000,148000,965000,666000
2025-10,user_0124,667000,416000,297000,644000,367000,1570000,176000,1102000,753000
2025-10,user_0125,799000,481000,231000,549000,333000,1439000,167000,813000,774000
2025-10,user_0126,722000,459000,374000,835000,454000,1669000,207000,1078000,783000
2025-10,user_0127,1315000,740000,541000,1273000,731000,2564000,417000,2471000,1719000
2025-10,user_0128,1675000,835000,543000,1243000,562000,3234000,380000,1466000,1369000
2025-10,user_0129,589000,402000,285000,641000,279000,1123000,128000,832000,1438000
2025-10,user_0130,1477000,631000,512000,1520000,760000,2504000,401000,2140000,1238000
2025-10,user_0131,1453000,978000,502000,1120000,320000,2671000,318000,1322000,1026000
2025-10,user_0132,919000,511000,402000,872000,416000,2180000,205000,1588000,1137000
2025-10,user_0133,911000,535000,268000,694000,198000,1439000,171000,828000,740000
2025-10,user_0134,1007000,483000,319000,959000,413000,1529000,189000,995000,1498000
2025-10,user_0136,767000,392000,302000,689000,323000,1437000,169000,662000,719000
2025-10,user_0137,412000,249000,136000,369000,125000,827000,82000,354000,402000
2025-10,user_0138,476000,242000,157000,375000,178000,774000,84000,559000,425000
2025-10,user_0139,574000,401000,289000,648000,381000,1329000,197000,1047000,669000
2025-10,user_0140,1490000,903000,527000,991000,607000,2824000,348000,1676000,1111000
2025-10,user_0141,1965000,1121000,719000,2267000,902000,3377000,1130000,1717000,1412000
2025-10,user_0142,441000,259000,213000,477000,282000,1026000,318000,541000,448000
